player_id,player_name,team_id,team_abbreviation,age,player_height,player_height_inches,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
1630648,Jordan Schakel,1610612764,WAS,24,6-6,78,200,San Diego State,USA,Undrafted,Undrafted,Undrafted,2,3,0,1,50,0,0,0.154,0.75,0.167
1630631,Jose Alvarado,1610612740,NOP,24,6-0,72,179,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,61,550,141,186,3.7,0.022,0.087,0.191,0.525,0.199
1630528,Josh Christopher,1610612745,HOU,21,6-4,76,215,Arizona State,USA,2021,1,24,60,334,63,66,-15.6,0.021,0.071,0.216,0.527,0.153
1630581,Josh Giddey,1610612760,OKC,20,6-8,80,216,None,Australia,2021,1,6,73,1212,576,448,-2.2,0.06,0.187,0.239,0.535,0.292
1630182,Josh Green,1610612742,DAL,22,6-7,79,200,Arizona,Australia,2020,1,18,58,523,168,98,2.5,0.036,0.085,0.142,0.639,0.096
1628404,Josh Hart,1610612752,NYK,28,6-4,76,215,Villanova,USA,2017,1,30,72,717,558,274,6,0.06,0.182,0.124,0.632,0.155
1631169,Josh Minott,1610612750,MIN,20,6-8,80,205,Memphis,USA,2022,2,45,14,46,25,4,13.7,0.057,0.2,0.177,0.613,0.054
1629006,Josh Okogie,1610612756,PHX,24,6-4,76,213,Georgia Tech,Nigeria,2018,1,20,67,490,228,93,5.5,0.08,0.1,0.177,0.536,0.103
1626196,Josh Richardson,1610612740,NOP,29,6-6,78,200,Tennessee,USA,2015,2,40,61,638,168,171,-4,0.027,0.089,0.184,0.557,0.165
1630563,Joshua Primo,1610612759,SAS,20,6-6,78,189,Alabama,Canada,2021,1,12,4,28,13,18,1.7,0.019,0.113,0.173,0.467,0.237
201950,Jrue Holiday,1610612749,MIL,32,6-5,77,205,UCLA,USA,2009,1,17,64,1226,321,467,8.4,0.034,0.106,0.243,0.583,0.317
1629308,Juan Toscano-Anderson,1610612762,UTA,29,6-6,78,209,Marquette,USA,Undrafted,Undrafted,Undrafted,47,132,103,47,-11.9,0.034,0.128,0.1,0.558,0.106
1627823,Juancho Hernangomez,1610612761,TOR,27,6-9,81,214,None,Spain,2016,1,15,42,122,123,25,0.5,0.042,0.169,0.092,0.504,0.051
1630577,Julian Champagnie,1610612759,SAS,21,6-7,79,217,St. John's,USA,Undrafted,Undrafted,Undrafted,12,65,29,4,-27.1,0.029,0.133,0.148,0.547,0.034
203944,Julius Randle,1610612752,NYK,28,6-8,80,250,Kentucky,USA,2014,1,7,77,1936,767,316,2.7,0.05,0.226,0.288,0.581,0.184
1630551,Justin Champagnie,1610612761,TOR,21,6-6,78,206,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,3,6,4,1,-3.7,0.1,0.429,0.13,1,0.125
203200,Justin Holiday,1610612742,DAL,33,6-6,78,180,Washington,USA,Undrafted,Undrafted,Undrafted,44,189,47,38,-9.4,0.006,0.063,0.129,0.505,0.081
1628382,Justin Jackson,1610612738,BOS,28,6-8,80,220,North Carolina,USA,2017,1,15,23,20,17,9,-28.3,0.017,0.119,0.122,0.359,0.145
1626159,Justise Winslow,1610612757,POR,27,6-6,78,222,Duke,USA,2015,1,10,29,196,145,98,-2.6,0.062,0.123,0.139,0.466,0.177
203994,Jusuf Nurkic,1610612757,POR,28,7-0,84,290,None,Bosnia and Herzegovina,2014,1,16,52,694,471,149,0.3,0.084,0.258,0.218,0.589,0.16
1629644,KZ Okpala,1610612758,SAC,23,6-8,80,215,Stanford,USA,2019,2,32,35,46,34,13,1.5,0.028,0.102,0.081,0.554,0.065
1630539,Kai Jones,1610612766,CHA,22,6-11,83,221,Texas,Bahamas,2021,1,19,42,133,112,10,-1,0.074,0.156,0.116,0.624,0.032
1626157,Karl-Anthony Towns,1610612750,MIN,27,7-0,84,248,Kentucky,USA,2015,1,1,25,520,197,122,0,0.051,0.171,0.248,0.615,0.223
202695,Kawhi Leonard,1610612746,LAC,31,6-7,79,225,San Diego State,USA,2011,1,15,49,1162,308,190,6.4,0.035,0.155,0.266,0.624,0.19
1631099,Keegan Murray,1610612758,SAC,22,6-8,80,225,Iowa,USA,2022,1,4,75,903,343,89,2.8,0.038,0.12,0.156,0.593,0.052
1628966,Keita Bates-Diop,1610612759,SAS,27,6-8,80,229,Ohio State,USA,2018,2,48,62,557,223,87,-9.4,0.043,0.128,0.16,0.602,0.093
1629640,Keldon Johnson,1610612759,SAS,23,6-5,77,220,Kentucky,USA,2019,1,29,62,1361,313,179,-11.5,0.025,0.133,0.272,0.553,0.136
203482,Kelly Olynyk,1610612762,UTA,31,6-11,83,240,Gonzaga,Canada,2013,1,13,64,778,379,228,0.7,0.042,0.157,0.174,0.636,0.167
1626162,Kelly Oubre Jr.,1610612766,CHA,27,6-6,78,203,Kansas,USA,2015,1,15,48,972,249,54,-7.7,0.038,0.121,0.257,0.534,0.057
202689,Kemba Walker,1610612742,DAL,32,6-0,72,184,Connecticut,USA,2011,1,9,9,72,16,19,-1.9,0.02,0.09,0.215,0.543,0.216
1631112,Kendall Brown,1610612754,IND,19,6-7,79,205,Baylor,USA,2022,2,48,6,9,6,3,8.2,0.051,0.089,0.093,0.571,0.091
1629134,Kendrick Nunn,1610612764,WAS,27,6-3,75,190,Oakland,USA,Undrafted,Undrafted,Undrafted,65,427,92,74,-0.5,0.014,0.085,0.221,0.521,0.125
1631113,Kennedy Chandler,1610612763,MEM,20,5-11,71,170,Tennessee,USA,2022,2,38,33,74,35,57,-8.9,0.024,0.104,0.152,0.437,0.294
1631254,Kenneth Lofton Jr.,1610612763,MEM,20,6-6,78,275,Louisiana Tech,USA,Undrafted,Undrafted,Undrafted,19,66,29,17,-15.7,0.085,0.19,0.267,0.535,0.283
1629026,Kenrich Williams,1610612760,OKC,28,6-6,78,210,TCU,USA,Undrafted,Undrafted,Undrafted,53,425,260,105,4.1,0.075,0.137,0.134,0.585,0.117
203484,Kentavious Caldwell-Pope,1610612743,DEN,30,6-5,77,204,Georgia,USA,2013,1,8,73,790,203,180,10.8,0.017,0.075,0.135,0.597,0.093
1630231,Kenyon Martin Jr.,1610612745,HOU,22,6-7,79,215,None,USA,2020,2,52,78,990,433,117,-8.4,0.052,0.146,0.161,0.637,0.079
1631165,Keon Ellis,1610612758,SAC,23,6-3,75,175,Alabama,USA,Undrafted,Undrafted,Undrafted,13,22,8,4,-13.3,0.082,0.093,0.129,0.768,0.118
1630553,Keon Johnson,1610612757,POR,21,6-3,75,185,Tennessee,USA,2021,1,21,40,189,44,59,-16.2,0.025,0.086,0.237,0.482,0.226
1630556,Kessler Edwards,1610612758,SAC,22,6-7,79,203,Pepperdine,USA,2021,2,44,31,88,45,18,3,0.057,0.092,0.126,0.535,0.071
201142,Kevin Durant,1610612756,PHX,34,6-10,82,240,Texas,USA,2007,1,2,44,1284,296,224,6.6,0.012,0.167,0.306,0.678,0.234
1628989,Kevin Huerter,1610612758,SAC,24,6-7,79,198,Maryland,USA,2018,1,19,71,1090,237,208,5.1,0.02,0.099,0.196,0.625,0.136
1628995,Kevin Knox II,1610612757,POR,23,6-7,79,215,Kentucky,USA,2018,1,9,58,323,153,27,-10.2,0.035,0.154,0.164,0.579,0.052
201567,Kevin Love,1610612748,MIA,34,6-8,80,251,UCLA,USA,2008,1,5,59,487,384,110,2.8,0.05,0.287,0.184,0.548,0.129
1629645,Kevin Porter Jr.,1610612745,HOU,22,6-4,76,203,Southern California,USA,2019,1,30,56,1064,305,322,-9,0.037,0.12,0.241,0.561,0.263
1630284,Kevon Harris,1610612753,ORL,25,6-6,78,216,Stephen F. Austin,USA,Undrafted,Undrafted,Undrafted,31,101,59,13,2.3,0.061,0.087,0.117,0.532,0.046
1626172,Kevon Looney,1610612744,GSW,27,6-9,81,222,UCLA,USA,2015,1,30,78,558,711,193,3,0.132,0.233,0.106,0.642,0.135
203920,Khem Birch,1610612759,SAS,30,6-8,80,233,UNLV,Canada,Undrafted,Undrafted,Undrafted,20,43,25,7,2.8,0.051,0.118,0.113,0.629,0.063
203114,Khris Middleton,1610612749,MIL,31,6-7,79,222,Texas A&M,USA,2012,2,39,31,478,136,154,5.5,0.035,0.123,0.26,0.553,0.287
1630165,Killian Hayes,1610612765,DET,21,6-5,77,195,None,France,2020,1,7,71,701,202,436,-11.1,0.012,0.093,0.201,0.444,0.328
1630184,Kira Lewis Jr.,1610612740,NOP,21,6-1,73,170,Alabama,USA,2020,1,13,24,112,33,23,10.9,0.022,0.11,0.193,0.579,0.139
202691,Klay Thompson,1610612744,GSW,33,6-6,78,220,Washington State,USA,2011,1,11,66,1435,274,156,1.9,0.017,0.102,0.255,0.575,0.104
1628424,Kobi Simmons,1610612766,CHA,25,6-5,77,180,Arizona,USA,Undrafted,Undrafted,Undrafted,1,0,0,1,17.8,0,0,0.111,0,0.5
1627739,Kris Dunn,1610612762,UTA,29,6-3,75,205,Providence,USA,2016,1,5,17,200,70,87,-7.6,0.018,0.145,0.2,0.569,0.327
204001,Kristaps Porzingis,1610612764,WAS,27,7-3,87,240,None,Latvia,2015,1,4,65,1505,546,174,1.4,0.057,0.194,0.272,0.627,0.125
203937,Kyle Anderson,1610612750,MIN,29,6-9,81,230,UCLA,USA,2014,1,30,65,611,348,310,2,0.036,0.154,0.144,0.584,0.222
1628398,Kyle Kuzma,1610612764,WAS,27,6-9,81,221,Utah,USA,2017,1,27,64,1357,463,239,0.3,0.025,0.172,0.273,0.544,0.164
200768,Kyle Lowry,1610612748,MIA,37,6-0,72,196,Villanova,USA,2006,1,24,52,593,217,266,0.2,0.025,0.112,0.163,0.558,0.229
202681,Kyrie Irving,1610612742,DAL,31,6-2,74,195,Duke,Australia,2011,1,1,58,1551,295,319,4.9,0.029,0.108,0.285,0.611,0.233
1630163,LaMelo Ball,1610612766,CHA,21,6-7,79,180,None,USA,2020,1,3,36,838,231,304,-4.7,0.031,0.147,0.289,0.541,0.352
1630205,Lamar Stevens,1610612739,CLE,25,6-6,78,230,Penn State,USA,Undrafted,Undrafted,Undrafted,58,306,194,31,1.3,0.046,0.144,0.134,0.529,0.04
1629013,Landry Shamet,1610612756,PHX,26,6-4,76,190,Wichita State,USA,2018,1,26,35,316,57,77,0.8,0.012,0.067,0.185,0.545,0.154
1626204,Larry Nance Jr.,1610612740,NOP,30,6-8,80,245,Wyoming,USA,2015,1,27,61,420,337,111,8.5,0.083,0.186,0.12,0.644,0.116
1628374,Lauri Markkanen,1610612762,UTA,25,7-0,84,240,Arizona,Finland,2017,1,7,65,1668,561,121,3.6,0.055,0.183,0.259,0.644,0.086
2544,LeBron James,1610612747,LAL,38,6-9,81,250,None,USA,2003,1,1,50,1450,422,339,4.1,0.035,0.192,0.321,0.581,0.306
1630195,Leandro Bolmaro,1610612762,UTA,22,6-6,78,200,None,Argentina,2020,1,23,14,6,7,7,0.7,0.051,0.04,0.155,0.15,0.121
1631311,Lester Quinones,1610612744,GSW,22,6-4,76,208,Memphis,USA,Undrafted,Undrafted,Undrafted,1,0,1,0,-33.3,0,0.5,0.667,0,0
1629623,Lindell Wigginton,1610612749,MIL,25,6-1,73,189,Iowa State,Canada,2019,NA,NA,5,8,1,2,-5,0,0.037,0.279,0.405,0.154
1630322,Lindy Waters III,1610612760,OKC,25,6-6,78,210,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,38,197,65,27,9.1,0.023,0.1,0.147,0.58,0.073
1629022,Lonnie Walker IV,1610612747,LAL,24,6-4,76,204,Miami,USA,2018,1,18,54,646,107,63,-7.4,0.011,0.069,0.199,0.567,0.07
1629652,Luguentz Dort,1610612760,OKC,23,6-4,76,220,Arizona State,Canada,Undrafted,Undrafted,Undrafted,71,977,325,150,1.3,0.05,0.093,0.193,0.518,0.091
1629029,Luka Doncic,1610612742,DAL,24,6-7,79,230,None,Slovenia,2018,1,3,63,2074,547,513,1.8,0.024,0.226,0.371,0.612,0.417
1630568,Luka Garza,1610612750,MIN,24,6-10,82,243,Iowa,USA,2021,2,52,26,177,60,18,3.7,0.129,0.128,0.245,0.661,0.105
1629677,Luka Samanic,1610612762,UTA,23,6-10,82,227,None,Croatia,2019,1,19,2,13,11,4,13.1,0,0.256,0.205,0.472,0.111
1628379,Luke Kennard,1610612763,MEM,26,6-5,77,206,Duke,USA,2017,1,12,56,501,146,82,6.4,0.011,0.105,0.145,0.675,0.089
1628436,Luke Kornet,1610612738,BOS,27,7-2,86,250,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,65,245,182,45,5.1,0.109,0.124,0.109,0.724,0.084
1630201,Malachi Flynn,1610612761,TOR,24,6-1,73,175,San Diego State,USA,2020,1,29,49,222,71,65,-5.8,0.021,0.096,0.166,0.473,0.146
1631103,Malaki Branham,1610612759,SAS,19,6-4,76,180,Ohio State,USA,2022,1,20,61,598,166,119,-11.5,0.018,0.097,0.184,0.523,0.115
1627763,Malcolm Brogdon,1610612738,BOS,30,6-4,76,229,Virginia,USA,2016,2,36,65,953,271,242,5,0.023,0.134,0.22,0.616,0.224
1630792,Malcolm Hill,1610612741,CHI,27,6-6,78,220,Illinois,USA,Undrafted,Undrafted,Undrafted,5,5,3,0,39.1,0,0.214,0.167,0.625,0
1627736,Malik Beasley,1610612747,LAL,26,6-4,76,187,Florida State,USA,2016,1,19,76,968,271,118,-2.2,0.016,0.118,0.208,0.528,0.087
1628370,Malik Monk,1610612758,SAC,25,6-3,75,200,Kentucky,USA,2017,1,11,74,1007,196,288,0.7,0.02,0.097,0.247,0.588,0.26
1629603,Mamadi Diakite,1610612739,CLE,26,6-9,81,228,Virginia,Guinea,Undrafted,Undrafted,Undrafted,20,35,20,4,-1.4,0.05,0.111,0.155,0.473,0.045
1630699,MarJon Beauchamp,1610612749,MIL,22,6-7,79,199,None,USA,2022,1,24,47,238,101,27,-5.7,0.052,0.099,0.178,0.514,0.065
202694,Marcus Morris Sr.,1610612746,LAC,33,6-8,80,218,Kansas,USA,2011,1,14,65,728,258,114,-0.3,0.017,0.127,0.176,0.534,0.09
203935,Marcus Smart,1610612738,BOS,29,6-4,76,220,Oklahoma State,USA,2014,1,6,60,686,187,378,6.5,0.023,0.073,0.174,0.538,0.256
1631109,Mark Williams,1610612766,CHA,21,7-0,84,240,Duke,USA,2022,1,15,40,338,269,18,-3.9,0.105,0.227,0.166,0.656,0.036
1628365,Markelle Fultz,1610612753,ORL,24,6-4,76,209,Washington,USA,2017,1,1,56,789,228,320,-3.9,0.04,0.097,0.207,0.561,0.286
202693,Markieff Morris,1610612742,DAL,33,6-9,81,245,Kansas,USA,2011,1,13,33,109,62,28,4.2,0.043,0.14,0.148,0.565,0.114
1630250,Marko Simonovic,1610612741,CHI,23,7-0,84,220,None,Montenegro,2020,2,44,4,0,1,0,-23.6,0.091,0,0.08,0,0
1628963,Marvin Bagley III,1610612765,DET,24,6-10,82,235,Duke,USA,2018,1,2,39,476,256,35,-11.1,0.095,0.177,0.199,0.594,0.06
203486,Mason Plumlee,1610612746,LAC,33,7-0,84,254,Duke,USA,2013,1,22,76,833,689,240,-6.4,0.106,0.241,0.15,0.686,0.168
1629680,Matisse Thybulle,1610612757,POR,26,6-5,77,201,Washington,USA,2019,1,20,70,291,136,53,-0.3,0.032,0.084,0.102,0.561,0.061
1630346,Matt Ryan,1610612750,MIN,25,6-6,78,215,Tennessee-Chattanooga,USA,Undrafted,Undrafted,Undrafted,33,122,26,15,3.2,0.013,0.067,0.158,0.543,0.064
203521,Matthew Dellavedova,1610612758,SAC,32,6-3,75,200,St. Mary's,Australia,Undrafted,Undrafted,Undrafted,32,47,13,41,-8.8,0.005,0.054,0.122,0.443,0.279
1631108,Max Christie,1610612747,LAL,20,6-5,77,190,Michigan State,USA,2022,2,35,38,128,74,19,-7.3,0.012,0.125,0.1,0.571,0.05
1629622,Max Strus,1610612748,MIA,27,6-5,77,215,DePaul,USA,Undrafted,Undrafted,Undrafted,76,889,250,161,-3.6,0.022,0.097,0.17,0.558,0.113
1628467,Maxi Kleber,1610612742,DAL,31,6-10,82,240,None,Germany,Undrafted,Undrafted,Undrafted,35,215,132,48,-1.8,0.033,0.117,0.099,0.603,0.074
1630593,McKinley Wright IV,1610612742,DAL,24,5-11,71,192,Colorado,USA,Undrafted,Undrafted,Undrafted,25,88,40,51,-12.3,0.028,0.109,0.152,0.543,0.282
203086,Meyers Leonard,1610612749,MIL,31,7-0,84,260,Illinois,USA,2012,1,11,6,24,13,0,-4.5,0.041,0.193,0.146,0.761,0
1629662,Mfiondu Kabengele,1610612738,BOS,25,6-10,82,250,Florida State,Canada,2019,1,27,2,2,5,0,-4.2,0.214,0.167,0.097,0.5,0
1630695,Micah Potter,1610612762,UTA,24,6-8,80,248,Wisconsin,USA,Undrafted,Undrafted,Undrafted,5,14,3,3,4.8,0.031,0.067,0.122,0.875,0.176
1630701,Michael Foster Jr.,1610612755,PHI,20,6-8,80,250,None,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,-100,0,0,0,0,0
1629008,Michael Porter Jr.,1610612743,DEN,24,6-10,82,218,Missouri,USA,2018,1,14,59,1013,319,62,11.7,0.037,0.151,0.218,0.621,0.048
1628969,Mikal Bridges,1610612751,BKN,26,6-6,78,209,Villanova,USA,2018,1,10,78,1569,344,261,0.2,0.027,0.093,0.217,0.599,0.141
201144,Mike Conley,1610612750,MIN,35,6-1,73,175,Ohio State,USA,2007,1,4,63,732,174,431,0.9,0.016,0.076,0.16,0.573,0.302
203488,Mike Muscala,1610612738,BOS,31,6-11,83,240,Bucknell,USA,2013,2,44,59,333,178,45,8.7,0.035,0.162,0.145,0.59,0.068
1630540,Miles McBride,1610612752,NYK,22,6-2,74,195,West Virginia,USA,2021,2,36,60,205,49,69,7.6,0.017,0.048,0.138,0.484,0.134
1629011,Mitchell Robinson,1610612752,NYK,25,7-0,84,240,Western Kentucky,USA,2018,2,36,56,404,508,46,5.7,0.158,0.174,0.097,0.671,0.041
1628964,Mo Bamba,1610612747,LAL,24,7-0,84,231,Texas,USA,2018,1,6,47,321,221,46,1.6,0.074,0.198,0.166,0.605,0.087
1628420,Monte Morris,1610612764,WAS,27,6-2,74,183,Iowa State,USA,2017,2,51,62,636,210,326,0.1,0.016,0.106,0.155,0.579,0.249
1626149,Montrezl Harrell,1610612755,PHI,29,6-7,79,240,Louisville,USA,2015,2,32,53,286,143,31,1.1,0.099,0.126,0.172,0.629,0.073
1629021,Moritz Wagner,1610612753,ORL,25,6-11,83,245,Michigan,Germany,2018,1,25,54,580,251,81,-1.6,0.062,0.173,0.202,0.633,0.116
1629650,Moses Brown,1610612751,BKN,23,7-2,86,245,UCLA,USA,Undrafted,Undrafted,Undrafted,36,155,139,4,3.5,0.165,0.262,0.188,0.607,0.021
1630541,Moses Moody,1610612744,GSW,20,6-5,77,211,Arkansas,USA,2021,1,14,60,262,95,46,-2.3,0.034,0.089,0.139,0.58,0.084
1631217,Moussa Diabate,1610612746,LAC,21,6-10,82,210,Michigan,France,2022,2,43,21,57,49,4,-2.7,0.137,0.102,0.124,0.537,0.029
1626167,Myles Turner,1610612754,IND,27,6-11,83,250,Texas,USA,2015,1,11,62,1113,466,89,-1.2,0.049,0.205,0.225,0.651,0.074
1630230,Naji Marshall,1610612740,NOP,25,6-7,79,220,Xavier,USA,Undrafted,Undrafted,Undrafted,73,681,272,183,0.8,0.027,0.133,0.171,0.542,0.145
1629642,Nassir Little,1610612757,POR,23,6-5,77,220,North Carolina,USA,2019,1,25,54,359,141,50,-8.8,0.028,0.122,0.158,0.555,0.075
1630233,Nathan Knight,1610612750,MIN,25,6-8,80,253,William & Mary,USA,Undrafted,Undrafted,Undrafted,36,134,54,13,-1.4,0.071,0.117,0.173,0.656,0.066
1629675,Naz Reid,1610612750,MIN,23,6-9,81,264,Louisiana State,USA,Undrafted,Undrafted,Undrafted,68,781,333,77,-4.2,0.058,0.205,0.242,0.617,0.098
1629674,Neemias Queta,1610612758,SAC,23,7-0,84,248,Utah State,Portugal,2021,2,39,4,12,9,1,-49.6,0.125,0.2,0.149,0.676,0.083
203457,Nerlens Noel,1610612751,BKN,28,6-10,82,220,Kentucky,USA,2013,1,6,17,35,46,10,-16.8,0.047,0.189,0.113,0.424,0.074
1629651,Nic Claxton,1610612751,BKN,23,6-11,83,215,Georgia,USA,2019,2,31,72,908,664,136,3.5,0.088,0.215,0.156,0.688,0.091
1630208,Nick Richards,1610612766,CHA,25,7-0,84,245,Kentucky,Jamaica,2020,2,42,62,497,390,35,-5.1,0.114,0.204,0.15,0.669,0.045
1629638,Nickeil Alexander-Walker,1610612750,MIN,24,6-5,77,205,Virginia Tech,Canada,2019,1,17,55,335,97,102,-3.7,0.016,0.097,0.177,0.558,0.171
201587,Nicolas Batum,1610612746,LAC,34,6-8,80,230,None,France,2008,1,25,75,464,289,116,4.3,0.037,0.137,0.112,0.599,0.096
203999,Nikola Jokic,1610612743,DEN,28,6-11,83,284,None,Serbia,2014,2,41,67,1670,797,664,13.3,0.081,0.283,0.263,0.704,0.412
1631107,Nikola Jovic,1610612748,MIA,19,6-10,82,205,None,Serbia,2022,1,27,15,82,31,10,-3.5,0.043,0.119,0.185,0.53,0.076
202696,Nikola Vucevic,1610612741,CHI,32,6-10,82,260,Southern California,Montenegro,2011,1,16,77,1366,855,252,-0.3,0.064,0.273,0.217,0.596,0.146
203943,Noah Vonleh,1610612738,BOS,27,6-10,82,257,Indiana,USA,2014,1,9,23,25,48,7,-1.4,0.11,0.174,0.09,0.502,0.051
1626181,Norman Powell,1610612746,LAC,29,6-4,76,215,UCLA,USA,2015,2,46,57,940,165,101,-4.5,0.015,0.093,0.249,0.612,0.114
1628384,O.G. Anunoby,1610612761,TOR,25,6-7,79,232,Indiana,United Kingdom,2017,1,23,63,1065,317,122,2.9,0.038,0.111,0.192,0.589,0.079
