year,age,pop,male,female
1911,4,2089000,1054000,1035000
1911,5,2055000,1036000,1019000
1911,6,2019000,1018000,1001000
1911,7,1985000,1001000,984000
1911,8,1952000,985000,967000
1911,9,1923000,971000,952000
1911,10,1895000,958000,937000
1911,11,1867000,946000,921000
1911,12,1846000,935000,911000
1911,13,1837000,928000,909000
1911,14,1835000,923000,912000
1911,15,1831000,917000,914000
1911,16,1826000,911000,915000
1911,17,1827000,910000,917000
1911,18,1836000,915000,921000
1911,19,1843000,922000,921000
1911,20,1851000,928000,923000
1911,21,1859000,935000,924000
1911,22,1854000,936000,918000
1911,23,1832000,929000,903000
1911,24,1796000,916000,880000
1911,25,1760000,903000,857000
1911,26,1724000,891000,833000
1911,27,1681000,873000,808000
1911,28,1630000,849000,781000
1911,29,1576000,822000,754000
1911,30,1520000,794000,726000
1911,31,1458000,763000,695000
1911,32,1411000,739000,672000
1911,33,1389000,729000,660000
1911,34,1381000,726000,655000
1911,35,1370000,721000,649000
1911,36,1362000,717000,645000
1911,37,1340000,706000,634000
1911,38,1294000,682000,612000
1911,39,1232000,650000,582000
1911,40,1176000,621000,555000
1911,41,1118000,590000,528000
1911,42,1069000,565000,504000
1911,43,1034000,548000,486000
1911,44,1008000,535000,473000
1911,45,979000,520000,459000
1911,46,949000,505000,444000
1911,47,922000,492000,430000
1911,48,901000,482000,419000
1911,49,882000,474000,408000
1911,50,863000,466000,397000
1911,51,849000,460000,389000
1911,52,821000,446000,375000
1911,53,774000,420000,354000
1911,54,717000,388000,329000
1911,55,662000,357000,305000
1911,56,605000,325000,280000
1911,57,559000,299000,260000
1911,58,533000,284000,249000
1911,59,521000,277000,244000
1911,60,507000,268000,239000
1911,61,494000,260000,234000
1911,62,477000,250000,227000
1911,63,452000,237000,215000
1911,64,424000,221000,203000
1911,65,396000,206000,190000
1911,66,371000,192000,179000
1911,67,347000,179000,168000
1911,68,322000,165000,157000
1911,69,296000,151000,145000
1911,70,273000,139000,134000
1911,71,250000,127000,123000
1911,72,228000,115000,113000
1911,73,207000,104000,103000
1911,74,188000,94000,94000
1911,75,1196000,578000,618000
1912,0,2250000,1145000,1105000
1912,1,2217000,1124000,1093000
1912,2,2184000,1105000,1079000
1912,3,2149000,1085000,1064000
1912,4,2115000,1067000,1048000
1912,5,2080000,1049000,1031000
1912,6,2047000,1032000,1015000
1912,7,2013000,1015000,998000
1912,8,1984000,1001000,983000
1912,9,1953000,986000,967000
1912,10,1926000,973000,953000
1912,11,1899000,962000,937000
1912,12,1878000,951000,927000
1912,13,1865000,942000,923000
1912,14,1858000,934000,924000
1912,15,1849000,926000,923000
1912,16,1841000,918000,923000
1912,17,1840000,916000,924000
1912,18,1844000,919000,925000
1912,19,1854000,926000,928000
1912,20,1861000,932000,929000
1912,21,1869000,938000,931000
1912,22,1864000,939000,925000
1912,23,1844000,933000,911000
1912,24,1811000,922000,889000
1912,25,1780000,911000,869000
1912,26,1746000,900000,846000
1912,27,1707000,884000,823000
1912,28,1657000,861000,796000
1912,29,1601000,833000,768000
1912,30,1544000,805000,739000
1912,31,1482000,774000,708000
1912,32,1435000,751000,684000
1912,33,1413000,741000,672000
1912,34,1407000,739000,668000
1912,35,1398000,735000,663000
1912,36,1392000,733000,659000
1912,37,1370000,722000,648000
1912,38,1322000,697000,625000
1912,39,1260000,664000,596000
1912,40,1200000,632000,568000
1912,41,1139000,600000,539000
1912,42,1087000,573000,514000
1912,43,1054000,557000,497000
1912,44,1030000,546000,484000
1912,45,1003000,533000,470000
1912,46,975000,520000,455000
1912,47,950000,509000,441000
1912,48,928000,498000,430000
1912,49,906000,488000,418000
1912,50,885000,478000,407000
1912,51,867000,470000,397000
1912,52,838000,455000,383000
1912,53,791000,429000,362000
1912,54,732000,396000,336000
1912,55,677000,365000,312000
1912,56,618000,332000,286000
1912,57,573000,306000,267000
1912,58,546000,291000,255000
1912,59,536000,285000,251000
1912,60,521000,276000,245000
1912,61,508000,268000,240000
1912,62,492000,259000,233000
1912,63,466000,244000,222000
1912,64,435000,227000,208000
1912,65,407000,212000,195000
1912,66,379000,196000,183000
1912,67,354000,183000,171000
1912,68,326000,168000,158000
1912,69,302000,155000,147000
1912,70,277000,141000,136000
1912,71,253000,128000,125000
1912,72,234000,118000,116000
1912,73,213000,107000,106000
1912,74,197000,98000,99000
1912,75,1227000,592000,635000
1913,0,2279000,1160000,1119000
1913,1,2249000,1141000,1108000
1913,2,2217000,1122000,1095000
1913,3,2185000,1103000,1082000
1913,4,2152000,1086000,1066000
1913,5,2120000,1069000,1051000
1913,6,2088000,1053000,1035000
1913,7,2055000,1036000,1019000
1913,8,2026000,1022000,1004000
1913,9,1996000,1008000,988000
1913,10,1968000,995000,973000
1913,11,1943000,984000,959000
1913,12,1919000,971000,948000
1913,13,1901000,960000,941000
1913,14,1888000,949000,939000
1913,15,1875000,939000,936000
1913,16,1860000,928000,932000
1913,17,1854000,923000,931000
1913,18,1859000,925000,934000
1913,19,1868000,931000,937000
1913,20,1875000,937000,938000
1913,21,1883000,942000,941000
1913,22,1880000,944000,936000
1913,23,1862000,939000,923000
1913,24,1833000,930000,903000
1913,25,1804000,920000,884000
1913,26,1774000,911000,863000
1913,27,1738000,897000,841000
1913,28,1687000,874000,813000
1913,29,1631000,846000,785000
1913,30,1574000,818000,756000
1913,31,1512000,788000,724000
1913,32,1465000,765000,700000
1913,33,1445000,756000,689000
1913,34,1440000,755000,685000
1913,35,1433000,753000,680000
1913,36,1429000,753000,676000
1913,37,1407000,742000,665000
1913,38,1358000,716000,642000
1913,39,1293000,681000,612000
1913,40,1229000,647000,582000
1913,41,1165000,612000,553000
1913,42,1113000,584000,529000
1913,43,1078000,568000,510000
1913,44,1057000,560000,497000
1913,45,1033000,549000,484000
1913,46,1007000,538000,469000
1913,47,982000,527000,455000
1913,48,958000,515000,443000
1913,49,933000,503000,430000
1913,50,911000,492000,419000
1913,51,890000,482000,408000
1913,52,858000,465000,393000
1913,53,811000,439000,372000
1913,54,752000,406000,346000
1913,55,696000,375000,321000
1913,56,636000,341000,295000
1913,57,591000,316000,275000
1913,58,564000,301000,263000
1913,59,553000,294000,259000
1913,60,538000,285000,253000
1913,61,526000,278000,248000
1913,62,508000,268000,240000
1913,63,481000,252000,229000
1913,64,449000,235000,214000
1913,65,419000,218000,201000
1913,66,390000,203000,187000
1913,67,362000,187000,175000
1913,68,335000,172000,163000
1913,69,309000,158000,151000
1913,70,283000,144000,139000
1913,71,259000,131000,128000
1913,72,239000,121000,118000
1913,73,219000,110000,109000
1913,74,203000,101000,102000
1913,75,1263000,608000,655000
1914,0,2305000,1173000,1132000
1914,1,2278000,1155000,1123000
1914,2,2250000,1138000,1112000
1914,3,2220000,1121000,1099000
1914,4,2191000,1105000,1086000
1914,5,2160000,1089000,1071000
1914,6,2129000,1073000,1056000
1914,7,2099000,1058000,1041000
1914,8,2070000,1045000,1025000
1914,9,2040000,1030000,1010000
1914,10,2012000,1017000,995000
1914,11,1986000,1006000,980000
1914,12,1961000,993000,968000
1914,13,1940000,979000,961000
1914,14,1919000,964000,955000
1914,15,1899000,951000,948000
1914,16,1878000,936000,942000
1914,17,1867000,928000,939000
1914,18,1869000,929000,940000
1914,19,1879000,935000,944000
1914,20,1887000,941000,946000
1914,21,1894000,946000,948000
1914,22,1893000,947000,946000
1914,23,1878000,944000,934000
1914,24,1852000,936000,916000
1914,25,1827000,928000,899000
1914,26,1802000,922000,880000
1914,27,1768000,909000,859000
1914,28,1720000,887000,833000
1914,29,1662000,859000,803000
1914,30,1604000,831000,773000
1914,31,1542000,801000,741000
1914,32,1495000,779000,716000
1914,33,1476000,771000,705000
1914,34,1474000,772000,702000
1914,35,1468000,771000,697000
1914,36,1465000,772000,693000
1914,37,1444000,762000,682000
1914,38,1395000,735000,660000
1914,39,1325000,697000,628000
1914,40,1259000,661000,598000
1914,41,1191000,624000,567000
1914,42,1137000,595000,542000
1914,43,1105000,580000,525000
1914,44,1086000,574000,512000
1914,45,1063000,566000,497000
1914,46,1040000,557000,483000
1914,47,1017000,547000,470000
1914,48,991000,534000,457000
1914,49,962000,520000,442000
1914,50,936000,506000,430000
1914,51,912000,493000,419000
1914,52,878000,475000,403000
1914,53,829000,448000,381000
1914,54,770000,415000,355000
1914,55,712000,383000,329000
1914,56,654000,351000,303000
1914,57,608000,325000,283000
1914,58,583000,310000,273000
1914,59,570000,303000,267000
1914,60,556000,295000,261000
1914,61,542000,287000,255000
1914,62,526000,278000,248000
1914,63,497000,262000,235000
1914,64,463000,243000,220000
1914,65,432000,226000,206000
1914,66,401000,209000,192000
1914,67,371000,192000,179000
1914,68,343000,177000,166000
1914,69,316000,162000,154000
1914,70,290000,148000,142000
1914,71,266000,135000,131000
1914,72,244000,123000,121000
1914,73,226000,113000,113000
1914,74,211000,106000,105000
1914,75,1301000,625000,676000
1915,0,2317000,1179000,1138000
1915,1,2295000,1164000,1131000
1915,2,2270000,1149000,1121000
1915,3,2246000,1134000,1112000
1915,4,2219000,1119000,1100000
1915,5,2191000,1105000,1086000
1915,6,2163000,1090000,1073000
1915,7,2135000,1077000,1058000
1915,8,2106000,1063000,1043000
1915,9,2079000,1050000,1029000
1915,10,2051000,1037000,1014000
1915,11,2024000,1025000,999000
1915,12,1998000,1011000,987000
1915,13,1970000,994000,976000
1915,14,1943000,976000,967000
1915,15,1916000,959000,957000
1915,16,1889000,942000,947000
1915,17,1871000,930000,941000
1915,18,1871000,929000,942000
1915,19,1881000,934000,947000
1915,20,1887000,938000,949000
1915,21,1895000,942000,953000
1915,22,1893000,943000,950000
1915,23,1881000,941000,940000
1915,24,1860000,936000,924000
1915,25,1839000,931000,908000
1915,26,1820000,927000,893000
1915,27,1788000,915000,873000
1915,28,1741000,895000,846000
1915,29,1685000,868000,817000
1915,30,1626000,840000,786000
1915,31,1563000,809000,754000
1915,32,1518000,788000,730000
1915,33,1499000,781000,718000
1915,34,1501000,785000,716000
1915,35,1496000,785000,711000
1915,36,1495000,787000,708000
1915,37,1475000,778000,697000
1915,38,1423000,750000,673000
1915,39,1352000,711000,641000
1915,40,1283000,672000,611000
1915,41,1213000,633000,580000
1915,42,1157000,603000,554000
1915,43,1126000,590000,536000
1915,44,1110000,586000,524000
1915,45,1089000,580000,509000
1915,46,1069000,574000,495000
1915,47,1046000,565000,481000
1915,48,1018000,551000,467000
1915,49,987000,534000,453000
1915,50,956000,517000,439000
1915,51,930000,503000,427000
1915,52,894000,483000,411000
1915,53,844000,455000,389000
1915,54,785000,423000,362000
1915,55,729000,392000,337000
1915,56,669000,358000,311000
1915,57,624000,333000,291000
1915,58,598000,319000,279000
1915,59,586000,311000,275000
1915,60,572000,304000,268000
1915,61,560000,297000,263000
1915,62,541000,286000,255000
1915,63,512000,270000,242000
1915,64,475000,250000,225000
1915,65,443000,232000,211000
1915,66,411000,214000,197000
1915,67,379000,196000,183000
1915,68,348000,180000,168000
1915,69,320000,164000,156000
1915,70,294000,150000,144000
1915,71,270000,137000,133000
1915,72,249000,126000,123000
1915,73,233000,117000,116000
1915,74,220000,111000,109000
1915,75,1334000,640000,694000
1916,0,2325000,1183000,1142000
1916,1,2308000,1170000,1138000
1916,2,2291000,1159000,1132000
1916,3,2270000,1146000,1124000
1916,4,2248000,1134000,1114000
1916,5,2223000,1121000,1102000
1916,6,2199000,1109000,1090000
1916,7,2172000,1096000,1076000
1916,8,2146000,1083000,1063000
1916,9,2118000,1069000,1049000
1916,10,2088000,1055000,1033000
1916,11,2063000,1044000,1019000
1916,12,2034000,1029000,1005000
1916,13,2000000,1009000,991000
1916,14,1965000,987000,978000
1916,15,1932000,967000,965000
1916,16,1896000,945000,951000
1916,17,1872000,930000,942000
1916,18,1869000,927000,942000
1916,19,1880000,932000,948000
1916,20,1886000,935000,951000
1916,21,1893000,937000,956000
1916,22,1894000,939000,955000
1916,23,1884000,937000,947000
1916,24,1866000,934000,932000
1916,25,1851000,932000,919000
1916,26,1835000,930000,905000
1916,27,1807000,921000,886000
1916,28,1762000,901000,861000
1916,29,1704000,874000,830000
1916,30,1647000,847000,800000
1916,31,1583000,817000,766000
1916,32,1539000,797000,742000
1916,33,1523000,792000,731000
1916,34,1525000,796000,729000
1916,35,1523000,798000,725000
1916,36,1524000,802000,722000
1916,37,1505000,794000,711000
1916,38,1452000,765000,687000
1916,39,1379000,724000,655000
1916,40,1308000,684000,624000
1916,41,1236000,643000,593000
1916,42,1179000,612000,567000
1916,43,1148000,600000,548000
1916,44,1134000,598000,536000
1916,45,1116000,594000,522000
1916,46,1099000,591000,508000
1916,47,1077000,583000,494000
1916,48,1046000,568000,478000
1916,49,1012000,548000,464000
1916,50,978000,529000,449000
1916,51,948000,512000,436000
1916,52,910000,490000,420000
1916,53,859000,462000,397000
1916,54,801000,430000,371000
1916,55,745000,399000,346000
1916,56,686000,366000,320000
1916,57,640000,341000,299000
1916,58,615000,327000,288000
1916,59,602000,320000,282000
1916,60,589000,313000,276000
1916,61,576000,306000,270000
1916,62,558000,296000,262000
1916,63,527000,279000,248000
1916,64,488000,257000,231000
1916,65,453000,238000,215000
1916,66,419000,219000,200000
1916,67,388000,202000,186000
1916,68,356000,184000,172000
1916,69,325000,167000,158000
1916,70,298000,152000,146000
1916,71,275000,139000,136000
1916,72,254000,128000,126000
1916,73,238000,120000,118000
1916,74,229000,115000,114000
1916,75,1368000,655000,713000
1917,0,2329000,1185000,1144000
1917,1,2320000,1176000,1144000
1917,2,2308000,1167000,1141000
1917,3,2294000,1159000,1135000
1917,4,2276000,1148000,1128000
1917,5,2257000,1138000,1119000
1917,6,2235000,1127000,1108000
1917,7,2210000,1115000,1095000
1917,8,2185000,1103000,1082000
1917,9,2158000,1090000,1068000
1917,10,2129000,1076000,1053000
1917,11,2103000,1064000,1039000
1917,12,2071000,1048000,1023000
1917,13,2032000,1025000,1007000
1917,14,1989000,999000,990000
1917,15,1947000,974000,973000
1917,16,1904000,949000,955000
1917,17,1875000,931000,944000
1917,18,1868000,924000,944000
1917,19,1872000,923000,949000
1917,20,1876000,922000,954000
1917,21,1880000,922000,958000
1917,22,1880000,922000,958000
1917,23,1872000,921000,951000
1917,24,1862000,922000,940000
1917,25,1848000,921000,927000
1917,26,1840000,923000,917000
1917,27,1817000,917000,900000
1917,28,1774000,900000,874000
1917,29,1718000,875000,843000
1917,30,1663000,850000,813000
1917,31,1601000,822000,779000
1917,32,1557000,803000,754000
1917,33,1545000,801000,744000
1917,34,1550000,807000,743000
1917,35,1549000,811000,738000
1917,36,1554000,818000,736000
1917,37,1536000,810000,726000
1917,38,1481000,780000,701000
1917,39,1406000,737000,669000
1917,40,1334000,696000,638000
1917,41,1258000,652000,606000
1917,42,1200000,621000,579000
1917,43,1170000,609000,561000
1917,44,1159000,611000,548000
1917,45,1144000,609000,535000
1917,46,1127000,607000,520000
1917,47,1108000,601000,507000
1917,48,1073000,583000,490000
1917,49,1036000,561000,475000
1917,50,999000,540000,459000
1917,51,966000,521000,445000
1917,52,925000,498000,427000
1917,53,873000,469000,404000
1917,54,817000,438000,379000
1917,55,762000,408000,354000
1917,56,704000,375000,329000
1917,57,658000,350000,308000
1917,58,632000,335000,297000
1917,59,621000,330000,291000
1917,60,606000,322000,284000
1917,61,593000,315000,278000
1917,62,575000,305000,270000
1917,63,542000,287000,255000
1917,64,501000,264000,237000
1917,65,464000,244000,220000
1917,66,430000,225000,205000
1917,67,396000,206000,190000
1917,68,361000,187000,174000
1917,69,332000,171000,161000
1917,70,305000,156000,149000
1917,71,281000,143000,138000
1917,72,261000,132000,129000
1917,73,246000,124000,122000
1917,74,237000,119000,118000
1917,75,1401000,669000,732000
1918,0,2332000,1187000,1145000
1918,1,2330000,1181000,1149000
1918,2,2324000,1175000,1149000
1918,3,2316000,1169000,1147000
1918,4,2304000,1162000,1142000
1918,5,2288000,1154000,1134000
1918,6,2270000,1145000,1125000
1918,7,2250000,1135000,1115000
1918,8,2226000,1124000,1102000
1918,9,2199000,1111000,1088000
1918,10,2171000,1097000,1074000
1918,11,2141000,1082000,1059000
1918,12,2107000,1064000,1043000
1918,13,2064000,1041000,1023000
1918,14,2016000,1015000,1001000
1918,15,1971000,990000,981000
1918,16,1925000,966000,959000
1918,17,1882000,937000,945000
1918,18,1843000,899000,944000
1918,19,1808000,857000,951000
1918,20,1771000,816000,955000
1918,21,1734000,774000,960000
1918,22,1711000,749000,962000
1918,23,1709000,752000,957000
1918,24,1717000,771000,946000
1918,25,1725000,788000,937000
1918,26,1738000,810000,928000
1918,27,1735000,823000,912000
1918,28,1708000,821000,887000
1918,29,1667000,810000,857000
1918,30,1626000,801000,825000
1918,31,1582000,790000,792000
1918,32,1553000,786000,767000
1918,33,1549000,793000,756000
1918,34,1562000,806000,756000
1918,35,1567000,815000,752000
1918,36,1578000,827000,751000
1918,37,1563000,822000,741000
1918,38,1509000,793000,716000
1918,39,1431000,749000,682000
1918,40,1358000,707000,651000
1918,41,1279000,660000,619000
1918,42,1219000,627000,592000
1918,43,1191000,618000,573000
1918,44,1184000,623000,561000
1918,45,1170000,623000,547000
1918,46,1158000,624000,534000
1918,47,1137000,618000,519000
1918,48,1103000,600000,503000
1918,49,1060000,575000,485000
1918,50,1020000,551000,469000
1918,51,983000,529000,454000
1918,52,940000,504000,436000
1918,53,889000,476000,413000
1918,54,833000,445000,388000
1918,55,777000,415000,362000
1918,56,720000,383000,337000
1918,57,674000,358000,316000
1918,58,650000,345000,305000
1918,59,637000,338000,299000
1918,60,623000,331000,292000
1918,61,611000,325000,286000
1918,62,591000,314000,277000
1918,63,558000,296000,262000
1918,64,515000,272000,243000
1918,65,476000,250000,226000
1918,66,440000,230000,210000
1918,67,404000,210000,194000
1918,68,370000,192000,178000
1918,69,337000,174000,163000
1918,70,311000,159000,152000
1918,71,286000,146000,140000
1918,72,267000,135000,132000
1918,73,253000,127000,126000
1918,74,247000,124000,123000
1918,75,1435000,683000,752000
1919,0,2299000,1169000,1130000
1919,1,2308000,1170000,1138000
1919,2,2312000,1169000,1143000
1919,3,2312000,1168000,1144000
1919,4,2305000,1163000,1142000
1919,5,2297000,1159000,1138000
1919,6,2282000,1151000,1131000
1919,7,2263000,1142000,1121000
1919,8,2242000,1132000,1110000
1919,9,2214000,1118000,1096000
1919,10,2186000,1105000,1081000
1919,11,2158000,1091000,1067000
1919,12,2121000,1072000,1049000
1919,13,2071000,1044000,1027000
1919,14,2015000,1012000,1003000
1919,15,1959000,981000,978000
1919,16,1903000,950000,953000
1919,17,1860000,923000,937000
1919,18,1839000,904000,935000
1919,19,1833000,892000,941000
1919,20,1824000,878000,946000
1919,21,1816000,864000,952000
1919,22,1811000,857000,954000
1919,23,1810000,860000,950000
1919,24,1810000,868000,942000
1919,25,1811000,876000,935000
1919,26,1815000,887000,928000
1919,27,1805000,890000,915000
1919,28,1770000,879000,891000
1919,29,1717000,858000,859000
1919,30,1667000,838000,829000
1919,31,1611000,816000,795000
1919,32,1574000,803000,771000
1919,33,1566000,805000,761000
1919,34,1576000,816000,760000
1919,35,1582000,824000,758000
1919,36,1592000,835000,757000
1919,37,1577000,830000,747000
1919,38,1521000,799000,722000
1919,39,1443000,754000,689000
1919,40,1369000,711000,658000
1919,41,1291000,665000,626000
1919,42,1231000,632000,599000
1919,43,1204000,624000,580000
1919,44,1198000,630000,568000
1919,45,1187000,632000,555000
1919,46,1174000,634000,540000
1919,47,1153000,628000,525000
1919,48,1118000,610000,508000
1919,49,1072000,582000,490000
1919,50,1030000,556000,474000
1919,51,990000,532000,458000
1919,52,945000,506000,439000
1919,53,893000,477000,416000
1919,54,840000,448000,392000
1919,55,785000,418000,367000
1919,56,730000,387000,343000
1919,57,685000,363000,322000
1919,58,661000,350000,311000
1919,59,649000,344000,305000
1919,60,634000,336000,298000
1919,61,621000,330000,291000
1919,62,602000,320000,282000
1919,63,567000,301000,266000
1919,64,522000,276000,246000
1919,65,483000,254000,229000
1919,66,444000,233000,211000
1919,67,408000,213000,195000
1919,68,372000,193000,179000
1919,69,341000,176000,165000
1919,70,313000,160000,153000
1919,71,289000,147000,142000
1919,72,271000,137000,134000
1919,73,257000,129000,128000
1919,74,254000,127000,127000
1919,75,1454000,690000,764000
1920,0,2277000,1154000,1123000
1920,1,2313000,1172000,1141000
1920,2,2337000,1183000,1154000
1920,3,2351000,1190000,1161000
1920,4,2353000,1190000,1163000
1920,5,2347000,1187000,1160000
1920,6,2332000,1179000,1153000
1920,7,2311000,1168000,1143000
1920,8,2283000,1153000,1130000
1920,9,2250000,1136000,1114000
1920,10,2213000,1117000,1096000
1920,11,2173000,1096000,1077000
1920,12,2129000,1073000,1056000
1920,13,2084000,1048000,1036000
1920,14,2036000,1021000,1015000
1920,15,1989000,994000,995000
1920,16,1940000,967000,973000
1920,17,1904000,946000,958000
1920,18,1880000,931000,949000
1920,19,1869000,922000,947000
1920,20,1855000,912000,943000
1920,21,1840000,901000,939000
1920,22,1835000,897000,938000
1920,23,1845000,904000,941000
1920,24,1864000,917000,947000
1920,25,1881000,929000,952000
1920,26,1904000,945000,959000
1920,27,1900000,947000,953000
1920,28,1854000,928000,926000
1920,29,1782000,895000,887000
1920,30,1711000,863000,848000
1920,31,1636000,829000,807000
1920,32,1584000,808000,776000
1920,33,1574000,809000,765000
1920,34,1590000,824000,766000
1920,35,1599000,835000,764000
1920,36,1610000,848000,762000
1920,37,1599000,846000,753000
1920,38,1553000,821000,732000
1920,39,1482000,779000,703000
1920,40,1417000,741000,676000
1920,41,1348000,700000,648000
1920,42,1291000,668000,623000
1920,43,1254000,652000,602000
1920,44,1229000,645000,584000
1920,45,1201000,636000,565000
1920,46,1171000,626000,545000
1920,47,1140000,614000,526000
1920,48,1108000,598000,510000
1920,49,1073000,578000,495000
1920,50,1042000,561000,481000
1920,51,1012000,544000,468000
1920,52,973000,522000,451000
1920,53,922000,494000,428000
1920,54,863000,461000,402000
1920,55,806000,429000,377000
1920,56,748000,396000,352000
1920,57,701000,369000,332000
1920,58,676000,356000,320000
1920,59,665000,351000,314000
1920,60,650000,344000,306000
1920,61,639000,339000,300000
1920,62,619000,328000,291000
1920,63,581000,308000,273000
1920,64,534000,282000,252000
1920,65,493000,259000,234000
1920,66,452000,237000,215000
1920,67,413000,215000,198000
1920,68,377000,196000,181000
1920,69,343000,177000,166000
1920,70,315000,161000,154000
1920,71,291000,148000,143000
1920,72,273000,138000,135000
1920,73,263000,133000,130000
1920,74,260000,131000,129000
1920,75,1449000,690000,759000
1921,0,2362000,1202000,1160000
1921,1,2375000,1206000,1169000
1921,2,2383000,1208000,1175000
1921,3,2382000,1206000,1176000
1921,4,2377000,1202000,1175000
1921,5,2366000,1195000,1171000
1921,6,2351000,1187000,1164000
1921,7,2332000,1177000,1155000
1921,8,2308000,1164000,1144000
1921,9,2279000,1149000,1130000
1921,10,2250000,1134000,1116000
1921,11,2220000,1118000,1102000
1921,12,2182000,1098000,1084000
1921,13,2138000,1074000,1064000
1921,14,2089000,1048000,1041000
1921,15,2042000,1022000,1020000
1921,16,1994000,996000,998000
1921,17,1954000,973000,981000
1921,18,1925000,956000,969000
1921,19,1902000,941000,961000
1921,20,1881000,928000,953000
1921,21,1855000,912000,943000
1921,22,1845000,906000,939000
1921,23,1858000,914000,944000
1921,24,1884000,929000,955000
1921,25,1909000,944000,965000
1921,26,1940000,963000,977000
1921,27,1942000,967000,975000
1921,28,1895000,946000,949000
1921,29,1819000,911000,908000
1921,30,1746000,877000,869000
1921,31,1668000,840000,828000
1921,32,1613000,817000,796000
1921,33,1600000,817000,783000
1921,34,1615000,832000,783000
1921,35,1619000,842000,777000
1921,36,1627000,854000,773000
1921,37,1616000,853000,763000
1921,38,1572000,829000,743000
1921,39,1508000,792000,716000
1921,40,1448000,756000,692000
1921,41,1389000,721000,668000
1921,42,1333000,690000,643000
1921,43,1293000,671000,622000
1921,44,1260000,659000,601000
1921,45,1223000,644000,579000
1921,46,1185000,628000,557000
1921,47,1151000,613000,538000
1921,48,1119000,598000,521000
1921,49,1091000,584000,507000
1921,50,1064000,571000,493000
1921,51,1039000,559000,480000
1921,52,1004000,540000,464000
1921,53,953000,512000,441000
1921,54,892000,477000,415000
1921,55,833000,443000,390000
1921,56,772000,408000,364000
1921,57,725000,382000,343000
1921,58,698000,367000,331000
1921,59,682000,359000,323000
1921,60,665000,350000,315000
1921,61,649000,342000,307000
1921,62,628000,331000,297000
1921,63,591000,311000,280000
1921,64,548000,288000,260000
1921,65,507000,265000,242000
1921,66,469000,245000,224000
1921,67,432000,225000,207000
1921,68,395000,205000,190000
1921,69,362000,187000,175000
1921,70,331000,170000,161000
1921,71,304000,155000,149000
1921,72,281000,142000,139000
