year,age,pop,male,female
2004,17,4115992,2112702,2003290
2004,18,4146754,2133432,2013322
2004,19,4180406,2156213,2024193
2004,20,4112486,2126743,1985743
2004,21,4179951,2163848,2016103
2004,22,4205080,2163703,2041377
2004,23,4239500,2161058,2078442
2004,24,4221669,2150213,2071456
2004,25,4015358,2047595,1967763
2004,26,3898903,1987293,1911610
2004,27,3847126,1957543,1889583
2004,28,3749397,1905953,1843444
2004,29,3861256,1960103,1901153
2004,30,3750444,1898846,1851598
2004,31,3844045,1940280,1903765
2004,32,4035189,2035198,1999991
2004,33,4269946,2146433,2123513
2004,34,4359914,2202738,2157176
2004,35,4122731,2075947,2046784
2004,36,4050293,2034591,2015702
2004,37,4063855,2034511,2029344
2004,38,4182914,2095259,2087655
2004,39,4475953,2240866,2235087
2004,40,4550260,2266040,2284220
2004,41,4539180,2253756,2285424
2004,42,4556655,2263393,2293262
2004,43,4605702,2280056,2325646
2004,44,4691092,2332427,2358665
2004,45,4503103,2226540,2276563
2004,46,4506696,2228146,2278550
2004,47,4455807,2195272,2260535
2004,48,4283868,2107149,2176719
2004,49,4303963,2122621,2181342
2004,50,4119259,2019301,2099958
2004,51,3984023,1949085,2034938
2004,52,3851947,1884557,1967390
2004,53,3752240,1830085,1922155
2004,54,3739608,1826210,1913398
2004,55,3596820,1749974,1846846
2004,56,3564534,1732931,1831603
2004,57,3732482,1814393,1918089
2004,58,2789887,1348310,1441577
2004,59,2776596,1339173,1437423
2004,60,2732405,1311842,1420563
2004,61,2817730,1348498,1469232
2004,62,2484982,1182517,1302465
2004,63,2303259,1090964,1212295
2004,64,2234167,1055245,1178922
2004,65,2120769,1000076,1120693
2004,66,2072704,970871,1101833
2004,67,1948230,906953,1041277
2004,68,1905404,880320,1025084
2004,69,1898075,869953,1028122
2004,70,1736845,790283,946562
2004,71,1732568,781319,951249
2004,72,1706652,763931,942721
2004,73,1684787,747380,937407
2004,74,1695753,743077,952676
2004,75,1591803,690586,901217
2004,76,1568174,670198,897976
2004,77,1507925,634712,873213
2004,78,1430727,589469,841258
2004,79,1392468,561555,830913
2004,80,1300525,514518,786007
2004,81,1198115,467701,730414
2004,82,1127226,429938,697288
2004,83,1032839,384824,648015
2004,84,927411,334100,593311
2004,85,780411,274085,506326
2004,86,708220,241661,466559
2004,87,598104,196065,402039
2004,88,520944,163306,357638
2004,89,451810,135382,316428
2004,90,375384,106915,268469
2004,91,307011,82671,224340
2004,92,242562,61975,180587
2004,93,191318,45525,145793
2004,94,146446,32865,113581
2004,95,107396,22376,85020
2004,96,81341,15918,65423
2004,97,56677,10350,46327
2004,98,39543,6703,32840
2004,99,27532,4420,23112
2004,100,49795,7274,42521
2005,0,4114177,2105212,2008965
2005,1,4123725,2107984,2015741
2005,2,4080729,2086098,1994631
2005,3,4052261,2069245,1983016
2005,4,4112866,2100336,2012530
2005,5,3956926,2025216,1931710
2005,6,3894967,1992020,1902947
2005,7,3890246,1990572,1899674
2005,8,3906330,1996662,1909668
2005,9,3983626,2038998,1944628
2005,10,4045940,2072931,1973009
2005,11,4080619,2090008,1990611
2005,12,4165454,2135513,2029941
2005,13,4237731,2168301,2069430
2005,14,4307442,2206076,2101366
2005,15,4388620,2250939,2137681
2005,16,4231622,2170378,2061244
2005,17,4175886,2143296,2032590
2005,18,4142984,2128377,2014607
2005,19,4180594,2153328,2027266
2005,20,4214866,2175995,2038871
2005,21,4145713,2145146,2000567
2005,22,4212686,2180985,2031701
2005,23,4236998,2179569,2057429
2005,24,4270956,2176339,2094617
2005,25,4251623,2164319,2087304
2005,26,4043291,2060315,1982976
2005,27,3925985,2000051,1925934
2005,28,3872082,1969187,1902895
2005,29,3773290,1917616,1855674
2005,30,3882905,1970656,1912249
2005,31,3769686,1908120,1861566
2005,32,3861544,1948742,1912802
2005,33,4050291,2042586,2007705
2005,34,4281942,2151823,2130119
2005,35,4369576,2206650,2162926
2005,36,4131635,2079620,2052015
2005,37,4057840,2037466,2020374
2005,38,4070345,2036758,2033587
2005,39,4188831,2097284,2091547
2005,40,4479578,2241514,2238064
2005,41,4551322,2264986,2286336
2005,42,4538766,2251701,2287065
2005,43,4554449,2260484,2293965
2005,44,4602135,2276494,2325641
2005,45,4686100,2327860,2358240
2005,46,4497045,2221528,2275517
2005,47,4499114,2222334,2276780
2005,48,4446432,2188403,2258029
2005,49,4273659,2099871,2173788
2005,50,4292618,2114730,2177888
2005,51,4106468,2010583,2095885
2005,52,3969346,1939263,2030083
2005,53,3835854,1873991,1961863
2005,54,3735767,1819335,1916432
2005,55,3721378,1814349,1907029
2005,56,3576616,1737047,1839569
2005,57,3542011,1718676,1823335
2005,58,3706245,1797740,1908505
2005,59,2768761,1334881,1433880
2005,60,2753995,1324818,1429177
2005,61,2706764,1295698,1411066
2005,62,2788041,1330113,1457928
2005,63,2456876,1165127,1291749
2005,64,2275284,1073857,1201427
2005,65,2204441,1037237,1167204
2005,66,2089255,981139,1108116
2005,67,2039558,950929,1088629
2005,68,1914414,886734,1027680
2005,69,1868945,858655,1010290
2005,70,1859670,847576,1012094
2005,71,1699260,768847,930413
2005,72,1691423,758053,933370
2005,73,1662081,738903,923178
2005,74,1636590,720601,915989
2005,75,1642550,713882,928668
2005,76,1536710,660729,875981
2005,77,1508451,638280,870171
2005,78,1444835,601501,843334
2005,79,1364895,555579,809316
2005,80,1322171,526180,795991
2005,81,1227948,478732,749216
2005,82,1124213,431914,692299
2005,83,1049845,393375,656470
2005,84,954541,348850,605691
2005,85,848903,299281,549622
2005,86,707664,242854,464810
2005,87,634970,211183,423787
2005,88,528851,168428,360423
2005,89,454709,138052,316657
2005,90,388298,112303,275995
2005,91,317186,86872,230314
2005,92,254844,65677,189167
2005,93,197239,48031,149208
2005,94,152375,34381,117994
2005,95,113907,24111,89796
2005,96,81676,15969,65707
2005,97,60474,11067,49407
2005,98,41122,7008,34114
2005,99,28079,4419,23660
2005,100,51604,7335,44269
2006,0,4172782,2134330,2038452
2006,1,4134070,2114288,2019782
2006,2,4141884,2116659,2025225
2006,3,4096608,2094268,2002340
2006,4,4067450,2077316,1990134
2006,5,4127886,2108254,2019632
2006,6,3971359,2032686,1938673
2006,7,3908511,1998952,1909559
2006,8,3903528,1997490,1906038
2006,9,3919835,2003855,1915980
2006,10,3996879,2045983,1950896
2006,11,4058887,2079657,1979230
2006,12,4093395,2096524,1996871
2006,13,4178313,2141968,2036345
2006,14,4251577,2175553,2076024
2006,15,4323721,2215107,2108614
2006,16,4408288,2262299,2145989
2006,17,4255116,2184170,2070946
2006,18,4203200,2159228,2043972
2006,19,4176511,2148291,2028220
2006,20,4216240,2174037,2042203
2006,21,4249314,2194927,2054387
2006,22,4178550,2162015,2016535
2006,23,4246354,2198075,2048279
2006,24,4270704,2196778,2073926
2006,25,4304544,2193473,2111071
2006,26,4282995,2179988,2103007
2006,27,4072258,2074742,1997516
2006,28,3953534,2013874,1939660
2006,29,3897561,1982055,1915506
2006,30,3797069,1929953,1867116
2006,31,3903979,1981397,1922582
2006,32,3788578,1917808,1870770
2006,33,3878133,1957326,1920807
2006,34,4065213,2050593,2014620
2006,35,4294448,2158223,2136225
2006,36,4379480,2211186,2168294
2006,37,4141017,2084064,2056953
2006,38,4066076,2041113,2024963
2006,39,4077929,2040209,2037720
2006,40,4194871,2099867,2095004
2006,41,4483047,2242514,2240533
2006,42,4552335,2264331,2288004
2006,43,4537754,2249825,2287929
2006,44,4552314,2258020,2294294
2006,45,4598507,2273119,2325388
2006,46,4680467,2323240,2357227
2006,47,4490505,2216566,2273939
2006,48,4490308,2215896,2274412
2006,49,4436663,2181541,2255122
2006,50,4262859,2092481,2170378
2006,51,4279588,2105854,2173734
2006,52,4091824,2000855,2090969
2006,53,3953252,1928828,2024424
2006,54,3819661,1863453,1956208
2006,55,3718264,1808016,1910248
2006,56,3700946,1801279,1899667
2006,57,3555057,1723385,1831672
2006,58,3517135,1702926,1814209
2006,59,3678179,1780022,1898157
2006,60,2747594,1321405,1426189
2006,61,2729233,1309139,1420094
2006,62,2678737,1278106,1400631
2006,63,2756701,1310735,1445966
2006,64,2427719,1147449,1280270
2006,65,2245876,1056107,1189769
2006,66,2172328,1017924,1154404
2006,67,2056314,961292,1095022
2006,68,2005084,930287,1074797
2006,69,1878953,865635,1013318
2006,70,1832131,837231,994900
2006,71,1820773,825278,995495
2006,72,1659997,746502,913495
2006,73,1648696,733958,914738
2006,74,1615997,713156,902841
2006,75,1586722,693047,893675
2006,76,1587487,683869,903618
2006,77,1479935,630144,849791
2006,78,1447187,605767,841420
2006,79,1380426,567938,812488
2006,80,1297823,521447,776376
2006,81,1250649,490618,760031
2006,82,1154452,442985,711467
2006,83,1049742,396428,653314
2006,84,972268,357404,614864
2006,85,876651,313786,562865
2006,86,771471,265690,505781
2006,87,636727,213115,423612
2006,88,564383,182535,381848
2006,89,463038,142875,320163
2006,90,392776,115148,277628
2006,91,329935,91801,238134
2006,92,264742,69474,195268
2006,93,208812,51299,157513
2006,94,158160,36553,121607
2006,95,119683,25498,94185
2006,96,87394,17377,70017
2006,97,61342,11214,50128
2006,98,44459,7585,36874
2006,99,29547,4697,24850
2006,100,53956,7472,46484
2007,0,4302404,2201398,2101006
2007,1,4193540,2143951,2049589
2007,2,4153370,2123571,2029799
2007,3,4158986,2125455,2033531
2007,4,4112989,2102946,2010043
2007,5,4083638,2085820,1997818
2007,6,4143590,2116388,2027202
2007,7,3986104,2040240,1945864
2007,8,3922964,2006467,1916497
2007,9,3918148,2005243,1912905
2007,10,3934150,2011366,1922784
2007,11,4010989,2053289,1957700
2007,12,4072896,2086828,1986068
2007,13,4107449,2103613,2003836
2007,14,4193371,2149842,2043529
2007,15,4268945,2185080,2083865
2007,16,4344206,2226787,2117419
2007,17,4432388,2276248,2156140
2007,18,4282480,2199872,2082608
2007,19,4234363,2176972,2057391
2007,20,4207105,2164473,2042632
2007,21,4246346,2189020,2057326
2007,22,4278234,2208054,2070180
2007,23,4208313,2175451,2032862
2007,24,4277110,2212366,2064744
2007,25,4300777,2210670,2090107
2007,26,4333263,2206747,2126516
2007,27,4309980,2192478,2117502
2007,28,4096924,2086124,2010800
2007,29,3977388,2025361,1952027
2007,30,3918912,1992118,1926794
2007,31,3816333,1939007,1877326
2007,32,3921579,1989786,1931793
2007,33,3803992,1925220,1878772
2007,34,3891908,1963867,1928041
2007,35,4077795,2056526,2021269
2007,36,4304528,2162591,2141937
2007,37,4387950,2214363,2173587
2007,38,4149055,2087165,2061890
2007,39,4073388,2043863,2029525
2007,40,4084052,2042368,2041684
2007,41,4199032,2100865,2098167
2007,42,4485303,2242236,2243067
2007,43,4552816,2262988,2289828
2007,44,4536902,2247876,2289026
2007,45,4550334,2255372,2294962
2007,46,4594655,2269290,2325365
2007,47,4675456,2318820,2356636
2007,48,4483667,2211095,2272572
2007,49,4482566,2209980,2272586
2007,50,4427667,2174928,2252739
2007,51,4252029,2084664,2167365
2007,52,4266442,2096759,2169683
2007,53,4077583,1991269,2086314
2007,54,3938758,1919058,2019700
2007,55,3803936,1853000,1950936
2007,56,3699714,1795882,1903832
2007,57,3680736,1788208,1892528
2007,58,3532383,1708789,1823594
2007,59,3492221,1686948,1805273
2007,60,3653994,1764536,1889458
2007,61,2724799,1306815,1417984
2007,62,2702835,1292407,1410428
2007,63,2650230,1260383,1389847
2007,64,2726790,1292333,1434457
2007,65,2398760,1129815,1268945
2007,66,2214871,1037403,1177468
2007,67,2140070,998459,1141611
2007,68,2023057,941254,1081803
2007,69,1969554,909007,1060547
2007,70,1843723,844975,998748
2007,71,1795189,815998,979191
2007,72,1780288,802176,978112
2007,73,1619284,723457,895827
2007,74,1604508,709239,895269
2007,75,1568235,686706,881529
2007,76,1534975,664747,870228
2007,77,1530514,653119,877395
2007,78,1421347,598928,822419
2007,79,1384197,572814,811383
2007,80,1314279,534022,780257
2007,81,1228952,486990,741962
2007,82,1177444,454893,722551
2007,83,1079463,407298,672165
2007,84,974079,361266,612813
2007,85,893950,322043,571907
2007,86,798663,279668,518995
2007,87,694656,233369,461287
2007,88,567198,184889,382309
2007,89,496026,155737,340289
2007,90,400300,119420,280880
2007,91,334668,94533,240135
2007,92,276185,73754,202431
2007,93,217425,54546,162879
2007,94,168181,39288,128893
2007,95,124540,27258,97282
2007,96,92353,18549,73804
2007,97,65864,12290,53574
2007,98,45303,7743,37560
2007,99,32180,5128,27052
2007,100,56864,7826,49038
2008,0,4281086,2187268,2093818
2008,1,4320417,2209644,2110773
2008,2,4210234,2151901,2058333
2008,3,4167921,2131031,2036890
2008,4,4172905,2132834,2040071
2008,5,4126813,2110239,2016574
2008,6,4096903,2092710,2004193
2008,7,4156052,2122772,2033280
2008,8,3998319,2046608,1951711
2008,9,3935329,2013070,1922259
2008,10,3930240,2011618,1918622
2008,11,3945969,2017498,1928471
2008,12,4022660,2059258,1963402
2008,13,4084608,2092730,1991878
2008,14,4120049,2110224,2009825
2008,15,4208158,2158032,2050126
2008,16,4286688,2195312,2091376
2008,17,4365358,2239153,2126205
2008,18,4456650,2290232,2166418
2008,19,4311245,2216413,2094832
2008,20,4262791,2192404,2070387
2008,21,4237485,2181358,2056127
2008,22,4277268,2205581,2071687
2008,23,4307910,2222984,2084926
2008,24,4236799,2189180,2047619
2008,25,4305078,2225832,2079246
2008,26,4326798,2223011,2103787
2008,27,4358064,2218702,2139362
2008,28,4333341,2203779,2129562
2008,29,4118553,2096879,2021674
2008,30,3997157,2035158,1961999
2008,31,3936039,2000292,1935747
2008,32,3832028,1946654,1885374
2008,33,3934942,1996299,1938643
2008,34,3815505,1930847,1884658
2008,35,3901926,1968622,1933304
2008,36,4086430,2060563,2025867
2008,37,4311421,2165454,2145967
2008,38,4393144,2215989,2177155
2008,39,4153853,2088604,2065249
2008,40,4076868,2044662,2032206
2008,41,4085584,2041990,2043594
2008,42,4198978,2099461,2099517
2008,43,4483249,2239819,2243430
2008,44,4549511,2259921,2289590
2008,45,4532100,2243776,2288324
2008,46,4543926,2250330,2293596
2008,47,4587188,2263687,2323501
2008,48,4665722,2311848,2353874
2008,49,4473084,2203690,2269394
2008,50,4470992,2202047,2268945
2008,51,4414040,2165704,2248336
2008,52,4236653,2074520,2162133
2008,53,4249403,2085686,2163717
2008,54,4060536,1980210,2080326
2008,55,3920355,1907191,2013164
2008,56,3782933,1839556,1943377
2008,57,3677432,1781814,1895618
2008,58,3655541,1772293,1883248
2008,59,3505116,1691658,1813458
2008,60,3466861,1671024,1795837
2008,61,3624858,1746247,1878611
2008,62,2697572,1289801,1407771
2008,63,2672589,1273752,1398837
2008,64,2619728,1241790,1377938
2008,65,2694300,1272743,1421557
2008,66,2365404,1109884,1255520
2008,67,2181495,1017434,1164061
2008,68,2104859,977417,1127442
2008,69,1986477,919474,1067003
2008,70,1932547,887404,1045143
2008,71,1806322,823549,982773
2008,72,1755203,793269,961934
2008,73,1736629,777543,959086
2008,74,1575747,699146,876601
2008,75,1557334,683194,874140
2008,76,1517282,658875,858407
2008,77,1480188,635164,845024
2008,78,1470407,621121,849286
2008,79,1359952,566744,793208
2008,80,1318472,539032,779440
2008,81,1245294,499275,746019
2008,82,1157609,451960,705649
2008,83,1101972,418826,683146
2008,84,1002628,371628,631000
2008,85,896942,326309,570633
2008,86,814994,287357,527637
2008,87,720834,246528,474306
2008,88,619016,202480,416536
2008,89,499856,158427,341429
2008,90,430403,130867,299536
2008,91,341276,98154,243122
2008,92,281097,76282,204815
2008,93,227553,58159,169394
2008,94,175580,41975,133605
2008,95,133098,29467,103631
2008,96,96380,19926,76454
2008,97,70038,13231,56807
2008,98,48814,8540,40274
2008,99,32967,5258,27709
2008,100,60922,8368,52554
2009,0,4261494,2178512,2082982
2009,1,4298055,2194965,2103090
2009,2,4335825,2216933,2118892
2009,3,4223596,2158766,2064830
2009,4,4180686,2137832,2042854
2009,5,4185573,2139544,2046029
2009,6,4138962,2116555,2022407
2009,7,4108268,2098537,2009731
2009,8,4167184,2128588,2038596
2009,9,4009647,2052676,1956971
2009,10,3946437,2018954,1927483
2009,11,3941063,2017246,1923817
2009,12,3956622,2022934,1933688
2009,13,4033326,2064614,1968712
2009,14,4096116,2098774,1997342
2009,15,4133735,2117861,2015874
2009,16,4224842,2167729,2057113
2009,17,4306784,2207151,2099633
2009,18,4388610,2252674,2135936
2009,19,4483866,2305874,2177992
2009,20,4340019,2232574,2107445
2009,21,4291377,2207994,2083383
2009,22,4265915,2196107,2069808
2009,23,4306480,2220442,2086038
2009,24,4335768,2236435,2099333
2009,25,4263951,2202011,2061940
2009,26,4330154,2237311,2092843
2009,27,4350175,2233889,2116286
2009,28,4379973,2229000,2150973
2009,29,4353466,2213349,2140117
2009,30,4136153,2105089,2031064
2009,31,4013131,2042663,1970468
2009,32,3950236,2006994,1943242
2009,33,3844076,1952283,1891793
2009,34,3945007,2000945,1944062
2009,35,3824119,1934718,1889401
2009,36,3909190,1971813,1937377
2009,37,4093072,2063448,2029624
2009,38,4316004,2166819,2149185
2009,39,4395966,2216218,2179748
2009,40,4155781,2088471,2067310
2009,41,4076795,2043227,2033568
2009,42,4084353,2039960,2044393
2009,43,4196082,2096567,2099515
2009,44,4478594,2235914,2242680
2009,45,4543121,2254849,2288272
2009,46,4524001,2237719,2286282
2009,47,4534969,2243869,2291100
2009,48,4576094,2255966,2320128
2009,49,4652907,2303121,2349786
2009,50,4460089,2195031,2265058
2009,51,4455868,2192046,2263822
2009,52,4396694,2154413,2242281
2009,53,4218470,2062896,2155574
2009,54,4230270,2073461,2156809
2009,55,4040442,1967408,2073034
2009,56,3897687,1892916,2004771
2009,57,3759132,1824688,1934444
2009,58,3651527,1765626,1885901
2009,59,3626238,1754028,1872210
2009,60,3479340,1675597,1803743
2009,61,3437753,1652903,1784850
2009,62,3587039,1722860,1864179
2009,63,2666290,1270629,1395661
2009,64,2641501,1254944,1386557
2009,65,2587899,1222692,1365207
2009,66,2655960,1249886,1406074
2009,67,2328985,1088168,1240817
2009,68,2144975,995698,1149277
2009,69,2066501,954720,1111781
2009,70,1948620,897416,1051204
2009,71,1892678,864601,1028077
2009,72,1765495,800353,965142
2009,73,1711554,768668,942886
2009,74,1689400,751188,938212
2009,75,1528720,673164,855556
2009,76,1506289,655342,850947
2009,77,1462592,629334,833258
2009,78,1421500,603853,817647
2009,79,1406427,587543,818884
2009,80,1294908,533184,761724
2009,81,1248763,503780,744983
2009,82,1172628,463296,709332
2009,83,1082786,415920,666866
2009,84,1023249,382080,641169
2009,85,922805,335439,587366
2009,86,817736,291324,526412
2009,87,734742,252976,481766
2009,88,642793,214240,428553
2009,89,544321,172920,371401
2009,90,433781,133273,300508
2009,91,367411,107812,259599
2009,92,285864,78952,206912
2009,93,231560,60137,171423
2009,94,183647,44708,138939
2009,95,138645,31443,107202
2009,96,103072,21532,81540
2009,97,72884,14170,58714
2009,98,51943,9189,42754
2009,99,35433,5801,29632
2009,100,64024,8758,55266
2010,0,3951430,2018474,1932956
2010,1,3957730,2020235,1937495
2010,2,4090621,2088545,2002076
2010,3,4111688,2101149,2010539
2010,4,4077346,2084214,1993132
2010,5,4064521,2076481,1988040
2010,6,4072904,2079365,1993539
2010,7,4042990,2063100,1979890
2010,8,4025502,2054386,1971116
2010,9,4125312,2106966,2018346
2010,10,4186957,2142102,2044855
2010,11,4115419,2104759,2010660
2010,12,4113237,2103622,2009615
2010,13,4119551,2104896,2014655
2010,14,4145478,2122849,2022629
2010,15,4230871,2170359,2060512
2010,16,4313059,2214899,2098160
2010,17,4376154,2252708,2123446
2010,18,4490362,2305396,2184966
2010,19,4570771,2334596,2236175
2010,20,4567982,2331596,2236386
2010,21,4387446,2240843,2146603
2010,22,4286369,2187907,2098462
2010,23,4216566,2150744,2065822
2010,24,4243118,2161093,2082025
2010,25,4288920,2176904,2112016
2010,26,4160369,2102105,2058264
2010,27,4236698,2134977,2101721
2010,28,4247187,2134787,2112400
2010,29,4209988,2112134,2097854
2010,30,4303926,2167253,2136673
2010,31,4042249,2026266,2015983
2010,32,3967254,1985973,1981281
2010,33,3933189,1963430,1969759
2010,34,3821850,1908550,1913300
2010,35,3947964,1974444,1973520
2010,36,3829828,1907175,1922653
2010,37,3896345,1934291,1962054
2010,38,4079778,2027789,2051989
2010,39,4323965,2148448,2175517
2010,40,4386945,2189231,2197714
2010,41,4163043,2073699,2089344
2010,42,4082337,2031573,2050764
2010,43,4093405,2030765,2062640
2010,44,4178062,2074347,2103715
2010,45,4438112,2201662,2236450
2010,46,4529302,2238568,2290734
2010,47,4535096,2237752,2297344
2010,48,4534267,2235091,2299176
2010,49,4598676,2262232,2336444
2010,50,4645792,2290656,2355136
2010,51,4498619,2209609,2289010
2010,52,4480236,2196979,2283257
2010,53,4439092,2170772,2268320
2010,54,4288142,2091480,2196662
2010,55,4258615,2075036,2183579
2010,56,4092857,1984306,2108551
2010,57,3946260,1909865,2036395
2010,58,3802193,1838559,1963634
2010,59,3694048,1779382,1914666
2010,60,3616506,1742122,1874384
2010,61,3519939,1691320,1828619
2010,62,3494915,1678985,1815930
2010,63,3652013,1753823,1898190
2010,64,2705937,1291793,1414144
2010,65,2678384,1272621,1405763
2010,66,2621243,1239751,1381492
2010,67,2693617,1270098,1423519
2010,68,2359748,1105672,1254076
2010,69,2167780,1006753,1161027
2010,70,2062528,954041,1108487
2010,71,1953545,903220,1050325
2010,72,1883778,862506,1021272
2010,73,1750273,794626,955647
2010,74,1685969,758812,927157
2010,75,1631858,725646,906212
2010,76,1481686,653546,828140
2010,77,1449144,630851,818293
2010,78,1402187,602780,799407
2010,79,1354927,573882,781045
2010,80,1319737,549223,770514
2010,81,1212614,496069,716545
2010,82,1158364,462808,695556
2010,83,1081451,423007,658444
2010,84,987041,375690,611351
2010,85,915028,337664,577364
2010,86,821557,295388,526169
2010,87,721221,253628,467593
2010,88,636663,216222,420441
2010,89,546207,180466,365741
2010,90,448338,141391,306947
2010,91,344452,104287,240165
2010,92,288836,83457,205379
2010,93,219062,60180,158882
2010,94,170780,43824,126956
2010,95,131081,31736,99345
2010,96,97166,22022,75144
2010,97,68894,14774,54120
2010,98,47034,9501,37533
2010,99,32179,6106,26073
2010,100,54410,9353,45057
2011,0,3963092,2028430,1934662
2011,1,3966225,2025272,1940953
2011,2,3970654,2026391,1944263
2011,3,4101644,2093789,2007855
2011,4,4121488,2105836,2015652
2011,5,4087054,2089022,1998032
2011,6,4074533,2081475,1993058
2011,7,4082824,2084121,1998703
2011,8,4052777,2067752,1985025
2011,9,4035330,2058993,1976337
2011,10,4135289,2111581,2023708
2011,11,4197147,2146791,2050356
2011,12,4125764,2109471,2016293
2011,13,4123876,2108654,2015222
2011,14,4130934,2110397,2020537
2011,15,4158361,2129082,2029279
2011,16,4246797,2178520,2068277
2011,17,4334275,2226169,2108106
2011,18,4401361,2265850,2135511
2011,19,4518285,2320135,2198150
2011,20,4598254,2348694,2249560
2011,21,4594238,2344395,2249843
2011,22,4413183,2252173,2161010
2011,23,4312279,2198326,2113953
2011,24,4242222,2160503,2081719
2011,25,4267974,2169696,2098278
2011,26,4311761,2184501,2127260
2011,27,4181532,2109180,2072352
2011,28,4256204,2141409,2114795
2011,29,4264567,2140652,2123915
2011,30,4225300,2117270,2108030
2011,31,4317294,2171683,2145611
2011,32,4053592,2029857,2023735
2011,33,3977570,1989386,1988184
2011,34,3942114,1966037,1976077
2011,35,3829864,1910820,1919044
2011,36,3954144,1975802,1978342
2011,37,3834765,1907979,1926786
2011,38,3899899,1934316,1965583
2011,39,4082351,2027628,2054723
2011,40,4324162,2146782,2177380
2011,41,4385306,2186386,2198920
2011,42,4160611,2070786,2089825
2011,43,4079076,2028346,2050730
2011,44,4089258,2027001,2062257
2011,45,4171964,2069350,2102614
2011,46,4430147,2195758,2234389
2011,47,4519326,2231572,2287754
2011,48,4523052,2229442,2293610
2011,49,4520386,2225712,2294674
2011,50,4582646,2251649,2330997
2011,51,4628125,2278980,2349145
2011,52,4479451,2197076,2282375
2011,53,4459275,2183189,2276086
2011,54,4416457,2155935,2260522
2011,55,4264196,2075876,2188320
2011,56,4233621,2058668,2174953
2011,57,4066825,1967418,2099407
2011,58,3919214,1892244,2026970
2011,59,3774178,1820415,1953763
2011,60,3665273,1760762,1904511
2011,61,3586699,1723174,1863525
2011,62,3488021,1671569,1816452
2011,63,3459942,1657534,1802408
2011,64,3613032,1730300,1882732
2011,65,2674636,1272793,1401843
2011,66,2645187,1252746,1392441
2011,67,2585272,1218496,1366776
2011,68,2653141,1246288,1406853
2011,69,2321074,1083202,1237872
2011,70,2128951,984544,1144407
2011,71,2022303,931237,1091066
2011,72,1911721,879663,1032058
2011,73,1839514,837848,1001666
2011,74,1705013,769721,935292
2011,75,1638171,732756,905415
2011,76,1580932,698281,882651
2011,77,1430449,626376,804073
2011,78,1394194,602127,792067
2011,79,1343437,572489,770948
2011,80,1292169,542052,750117
2011,81,1252185,515531,736654
2011,82,1143712,462341,681371
2011,83,1085157,427912,657245
2011,84,1005202,387570,617632
2011,85,909276,340687,568589
2011,86,834819,302823,531996
2011,87,741394,261663,479731
2011,88,643159,221743,421416
2011,89,560012,186092,373920
2011,90,473804,152989,320815
2011,91,382641,117712,264929
2011,92,289218,85334,203884
2011,93,238006,66888,171118
2011,94,176651,47153,129498
2011,95,135042,33599,101443
2011,96,101251,23796,77455
2011,97,73260,16108,57152
2011,98,50661,10555,40106
2011,99,33632,6604,27028
2011,100,57703,10144,47559
2012,0,3926570,2007743,1918827
2012,1,3977550,2035214,1942336
2012,2,3978924,2031333,1947591
2012,3,3981532,2031551,1949981
2012,4,4111490,2098501,2012989
2012,5,4131049,2110630,2020419
2012,6,4096633,2093846,2002787
2012,7,4084179,2086088,1998091
2012,8,4092566,2088716,2003850
2012,9,4062734,2072434,1990300
